Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"3 Blind Mice Center","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118043324/3-blind-mice-center,2.6,-1,Sport,5.8,1,75,38.65119,-122.61473
"Riding with Mary","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118279524/riding-with-mary,2.6,-1,Sport,5.9,1,80,38.65119,-122.61473
"Jerry Crack","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118304108/jerry-crack,1.0,-1,Trad,"5.9 PG13",1,70,38.65119,-122.61473
Abracadabra,"Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118050260/abracadabra,3.3,-1,Sport,5.10a,1,90,38.65119,-122.61473
"Dirty Boots","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118186419/dirty-boots,2.3,-1,Sport,5.10a,1,40,38.65119,-122.61473
"3 Blind Mice Right","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118060748/3-blind-mice-right,2.5,-1,Sport,5.10-,1,80,38.65119,-122.61473
"Little Dreamer","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118066651/little-dreamer,2.8,-1,Sport,5.10b,1,40,38.65119,-122.61473
"Tiny Dancer","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118050296/tiny-dancer,3.3,-1,Sport,5.10c,1,60,38.65119,-122.61473
Hobnobs,"Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121205504/hobnobs,2.9,-1,Sport,5.10c,1,75,38.65119,-122.61473
"Baby Driver","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118068473/baby-driver,3.5,-1,Sport,5.10d,1,70,38.65119,-122.61473
"Siesta de Los Biceps","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118073671/siesta-de-los-biceps,3.2,-1,Sport,5.11a,1,75,38.65119,-122.61473
"Calistoga Rodeo","Blind Man's Bluff > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118079436/calistoga-rodeo,3.3,-1,Sport,5.11b,1,70,38.65119,-122.61473
Mojo,"Meadow Crag > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118043368/mojo,2.8,-1,Sport,5.7,1,40,38.65067,-122.61537
Marlo,"Meadow Crag > Blind Man's Bluff Area > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/118043383/marlo,2.5,-1,Sport,5.7,1,35,38.65067,-122.61537
"Clif Bar","Picnic Pinnacles > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120699748/clif-bar,2.0,-1,TR,5.8,1,47,38.658,-122.58522
Gorp,"Picnic Pinnacles > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120699792/gorp,2.0,-1,TR,5.9,1,50,38.658,-122.58522
"Stepping Stone","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120889526/stepping-stone,2.9,-1,Sport,5.7,1,60,38.65052,-122.6063
"Willard’s Awreck","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120889570/willards-awreck,2.3,-1,Sport,5.7,1,45,38.65052,-122.6063
"Eight-Legged Preach","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120911718/eight-legged-preach,2.5,-1,Sport,5.7,1,45,38.65052,-122.6063
"8 Ball, Side Pocket","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120888853/8-ball-side-pocket,2.8,-1,Sport,5.8,1,70,38.65052,-122.6063
"In My Eyes","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120889495/in-my-eyes,2.6,-1,Sport,5.8,1,45,38.65052,-122.6063
"Prayer Log","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120899549/prayer-log,1.8,-1,Sport,5.8,1,45,38.65052,-122.6063
"Honeycomb Hideout","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121766820/honeycomb-hideout,2.3,-1,Sport,5.8,1,60,38.65052,-122.6063
"Donnie’s Bulge","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120911741/donnies-bulge,2.4,-1,Sport,5.9,1,40,38.65052,-122.6063
Pipeline,"Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120889054/pipeline,3.3,-1,Sport,5.10a,1,70,38.65052,-122.6063
"Groovie Ghoulies","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121767181/groovie-ghoulies,2.9,-1,Sport,5.10a/b,1,70,38.65052,-122.6063
"Major Dude","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121767692/major-dude,2.8,-1,Sport,5.10d,1,60,38.65052,-122.6063
"Mr. Roper","Near Side > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/122225145/mr-roper,2.5,-1,Sport,5.11b,1,60,38.65052,-122.6063
"Old Smokey (aka Simon)","The Claw (aka Chipmonk) > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120914052/old-smokey-aka-simon,2.3,-1,Sport,5.7,1,30,38.64973,-122.61058
"Feel it Still (aka Alvin)","The Claw (aka Chipmonk) > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120914040/feel-it-still-aka-alvin,2.5,-1,Sport,5.7,1,35,38.64973,-122.61058
"Sorry to Bother You","The Claw (aka Chipmonk) > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120913382/sorry-to-bother-you,2.0,-1,Sport,5.8,1,45,38.64973,-122.61058
"One More Time","The Claw (aka Chipmonk) > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120913400/one-more-time,1.8,-1,Sport,5.8,1,45,38.64973,-122.61058
"The Big Door Prize","The Claw (aka Chipmonk) > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120913411/the-big-door-prize,3.0,-1,Sport,5.10a,1,45,38.64973,-122.61058
Humblebrag,"The Claw (aka Chipmonk) > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121767970/humblebrag,2.7,-1,Sport,5.10c,1,50,38.64973,-122.61058
"Reach Out","Main Wall > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120921567/reach-out,2.8,-1,Sport,5.9,1,70,38.6497,-122.61075
"Lean On","Main Wall > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120921533/lean-on,2.8,-1,Sport,5.9,1,70,38.6497,-122.61075
"Worried About You","Main Wall > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/122518135/worried-about-you,3.3,-1,Sport,5.10a,1,40,38.6497,-122.61075
"3 Punch Gully","Main Wall > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120921470/3-punch-gully,2.7,-1,Sport,5.10a,1,70,38.6497,-122.61075
"Fool to Cry","Main Wall > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/123573846/fool-to-cry,3.5,-1,Sport,"5.10b PG13",1,40,38.6497,-122.61075
"Too lit to Quit","Main Wall > Down Under > Mount St. Helena > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/122221014/too-lit-to-quit,2.0,-1,Trad,"5.10d R",1,80,38.6497,-122.61075
"Spread Eagle (aka Gritty Kitty)","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735458/spread-eagle-aka-gritty-kitty,2.5,-1,"Trad, TR",5.7,1,60,38.59556,-123.34938
"Red Beard","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735599/red-beard,2.0,-1,Sport,5.10a,1,40,38.59556,-123.34938
"Captain Hook","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735392/captain-hook,3.6,-1,"Sport, TR","5.10b R",1,40,38.59556,-123.34938
Booty,"The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735446/booty,2.4,-1,Sport,5.10c,1,40,38.59556,-123.34938
"Blue Beard","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113879187/blue-beard,2.0,-1,Sport,5.11b,1,,38.59556,-123.34938
"Capitan Cornburglar","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114615592/capitan-cornburglar,4.0,-1,Sport,5.11c,1,45,38.59556,-123.34938
"Salty Dog","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735467/salty-dog,3.0,-1,"Sport, TR",5.11c,1,50,38.59556,-123.34938
"Captain Crunch","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113879003/captain-crunch,3.0,-1,Sport,5.11d,1,40,38.59556,-123.34938
"The Angler","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114615614/the-angler,4.0,-1,Sport,5.12b,1,45,38.59556,-123.34938
"Mr. Salty","The Treasure Chest > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114615635/mr-salty,4.0,-1,Sport,5.12b,1,45,38.59556,-123.34938
"Peg Leg","Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735395/peg-leg,3.2,-1,"Sport, TR",5.10a,1,50,38.59566,-123.34933
Skaliwag,"Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735428/skaliwag,2.8,-1,Sport,5.10a,1,65,38.59566,-123.34933
"Lost at Sea","Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735398/lost-at-sea,2.8,-1,"Sport, TR",5.11a,1,50,38.59566,-123.34933
"Crows Nest","Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114615535/crows-nest,3.3,-1,Sport,5.11b,1,50,38.59566,-123.34933
Conquistador,"Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735449/conquistador,3.1,-1,Sport,5.12a,1,60,38.59566,-123.34933
Avalon,"Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735404/avalon,2.5,-1,Sport,5.12a/b,1,80,38.59566,-123.34933
Yardarm,"Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735740/yardarm,3.4,-1,Sport,5.12b,1,80,38.59566,-123.34933
"The Patriot","Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114615468/the-patriot,3.8,-1,Sport,5.12b,1,50,38.59566,-123.34933
"Pebble Beach","Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114615561/pebble-beach,2.0,-1,Sport,"5.12b R",1,80,38.59566,-123.34933
"The Patriot- but better!","Shipwreck Wall > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/114615507/the-patriot-but-better,4.0,-1,Sport,5.12c,1,90,38.59566,-123.34933
"Sea Serpent","South Face of Sentinel Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735470/sea-serpent,3.0,-1,Sport,5.10c/d,1,40,38.59535,-123.34927
Swashbuckler,"South Face of Sentinel Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735452/swashbuckler,4.0,-1,Sport,5.11a,1,40,38.59535,-123.34927
"Sea Biscuit","South Face of Sentinel Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735401/sea-biscuit,4.0,-1,Sport,5.12b,1,40,38.59535,-123.34927
"Sandy Arete","Stoney Whiteboots Boulder > Call Box Rocks > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/116636321/sandy-arete,2.0,-1,"TR, Boulder","5.11b V2 X",1,35,38.57716,-123.34012
"For Play","Conch Crag > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113879397/for-play,2.0,-1,"Sport, TR",5.10a/b,1,,38.59947,-123.36054
"Conch Crack","Conch Crag > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113879359/conch-crack,1.3,-1,"Trad, TR",5.10b,1,,38.59947,-123.36054
Nautilus,"Conch Crag > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113879377/nautilus,2.0,-1,"Sport, TR",5.11a,1,32,38.59947,-123.36054
"Jack of All Trades","Playground Buttress > The Playground > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/113879421/jack-of-all-trades,2.5,-1,"Trad, TR",5.9,1,45,38.6,-123.36072
"Black Pearl","Memorial Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119556511/black-pearl,2.0,-1,Sport,5.8,1,40,38.59704,-123.35163
"Short Memory","Memorial Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119556488/short-memory,1.3,-1,Sport,5.9-,1,25,38.59704,-123.35163
"Pocketed Memory","Memorial Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119556502/pocketed-memory,2.0,-1,Sport,5.9+,1,35,38.59704,-123.35163
"Fire Escape","Memorial Rock > Salt Point State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/119556528/fire-escape,3.0,-1,Trad,5.12a,1,45,38.59704,-123.35163
Resurrection,"Frog Woman Rock > Frog Woman Cliff Area > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735950/resurrection,2.0,-1,Sport,5.12a,1,,38.912,-123.05452
[Redacted],"Frog Woman Rock > Frog Woman Cliff Area > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735839/redacted,2.0,-1,Sport,5.12b,1,40,38.912,-123.05452
"Smoke Crack","The Untamed Rocks > Frog Woman Cliff Area > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735887/smoke-crack,2.5,-1,Trad,5.10a,1,,38.8032,-123.0132
"Shit Face (aka The Shrew)","The Untamed Rocks > Frog Woman Cliff Area > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735884/shit-face-aka-the-shrew,2.7,-1,Sport,5.10d,1,,38.8032,-123.0132
"On A Wing And A Prayer","The Untamed Rocks > Frog Woman Cliff Area > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735935/on-a-wing-and-a-prayer,2.0,-1,Sport,5.12a,1,30,38.8032,-123.0132
"Joint Effort","The Untamed Rocks > Frog Woman Cliff Area > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735932/joint-effort,2.7,-1,Sport,5.12a/b,1,,38.8032,-123.0132
Dreamweaver,"Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904263/dreamweaver,4.0,-1,"TR, Boulder","5.10d V0+ R",1,20,38.577,-122.42198
"Squeal if You Peel","Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904256/squeal-if-you-peel,2.5,-1,"TR, Boulder","5.11a V1 R",1,18,38.577,-122.42198
Footloose,"Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904270/footloose,3.7,-1,"TR, Boulder","5.11a V1 R",1,20,38.577,-122.42198
"Fancy Free","Mossy Rock > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106904283/fancy-free,2.0,-1,"TR, Boulder","5.11d V3 R",1,20,38.577,-122.42198
"Old Time Revival","Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905380/old-time-revival,2.0,-1,Trad,5.8,1,45,38.5684,-122.4406
"Flake of Fire","Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905396/flake-of-fire,1.0,-1,Sport,"5.9 PG13",1,40,38.5684,-122.4406
Handburger,"Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905511/handburger,2.0,-1,Trad,5.9,1,35,38.5684,-122.4406
"Lure of Lucre","Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905423/lure-of-lucre,4.0,-1,Sport,5.10a,1,40,38.5684,-122.4406
"Silverado Trail","Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905521/silverado-trail,1.0,-1,TR,5.10a,1,45,38.5684,-122.4406
"Liberty Bell","Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905441/liberty-bell,3.0,-1,Sport,5.10c,1,35,38.5684,-122.4406
Cliffhanger,"Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905454/cliffhanger,2.0,-1,TR,5.10d,1,40,38.5684,-122.4406
Zinfandel,"Bell Canyon > Angwin > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106905504/zinfandel,1.0,-1,TR,5.11a,1,40,38.5684,-122.4406
Muchacho,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921119/muchacho,3.0,-1,"Trad, Boulder","5.8 V-easy",1,20,39.1925,-123.7586
Señorita,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921192/senorita,3.0,-1,"TR, Boulder","5.10a V0-",1,20,39.1925,-123.7586
Señor,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921177/senor,3.0,-1,"TR, Boulder","5.10c V0",1,20,39.1925,-123.7586
Señora,"Navarro Beach > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106921183/senora,3.0,-1,"TR, Boulder","5.10c V0",1,20,39.1925,-123.7586
"5.8 Crack","Red Slab > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112130521/58-crack,1.7,-1,"Trad, TR",5.8,1,40,38.47912,-123.1641
"Red Slab","Red Slab > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735077/red-slab,1.9,-1,"Sport, TR",5.9,1,40,38.47912,-123.1641
"Little Roof","Red Slab > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735080/little-roof,2.3,-1,"Trad, TR",5.10d,1,40,38.47912,-123.1641
"The Sandbagger","Main Rock > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112126187/the-sandbagger,2.3,-1,Trad,5.7,1,60,38.47533,-123.16979
"Crack Wall","Main Rock > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/112130578/crack-wall,2.2,-1,Trad,5.8,1,40,38.47533,-123.16979
"Wide Crack","Main Rock > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735086/wide-crack,2.7,-1,"Trad, TR",5.10b,1,40,38.47533,-123.16979
"Sport Wall Face","Main Rock > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735605/sport-wall-face,2.6,-1,"Sport, TR",5.11a,1,30,38.47533,-123.16979
"Pseudo Bohemian Hitchiking Youth","Main Rock > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735443/pseudo-bohemian-hitchiking-youth,3.0,-1,Sport,5.12d,1,60,38.47533,-123.16979
"Judge Dredd","Main Rock > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735437/judge-dredd,2.8,-1,Sport,5.13b,1,60,38.47533,-123.16979
"Jury Duty","Main Rock > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735440/jury-duty,3.5,-1,"Trad, Sport, TR",5.13c,1,60,38.47533,-123.16979
"The Sea Cave","The Cave > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735083/the-sea-cave,2.5,-1,"Trad, Sport",5.10c,1,40,38.47912,-123.1641
"Sucka Fish","The Cave > Sea Crag > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735089/sucka-fish,2.3,-1,"Sport, TR","5.12a R",1,30,38.47912,-123.1641
"Sunset Arete","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106288082/sunset-arete,2.0,-1,TR,5.7,1,30,38.42937,-123.11571
"German Chocolate Cake","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/110453335/german-chocolate-cake,2.4,-1,TR,5.8,1,30,38.42937,-123.11571
"Sunset Corner","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106288072/sunset-corner,2.1,-1,"Trad, TR",5.8,1,30,38.42937,-123.11571
"Sunset Face Left","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735176/sunset-face-left,2.5,-1,"TR, Boulder","5.9 V0 R",1,30,38.42937,-123.11571
"Pelican Arete","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735149/pelican-arete,2.8,-1,"TR, Boulder","5.10a V0",1,30,38.42937,-123.11571
Osprey,"Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106288062/osprey,1.9,-1,"Trad, TR",5.10a,1,30,38.42937,-123.11571
"Sunset Face Right","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/106288088/sunset-face-right,2.7,-1,TR,5.10a,1,30,38.42937,-123.11571
"Killer Crack","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735986/killer-crack,3.0,-1,"TR, Boulder","5.11a/b V2- R",1,30,38.42937,-123.11571
"Pelican Crack","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120571901/pelican-crack,2.3,-1,TR,5.11,1,30,38.42937,-123.11571
"Sea Breeze","Ram Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735182/sea-breeze,2.4,-1,TR,5.11c,1,30,38.42937,-123.11571
"Final Exam","Mammoth Rock > Sunset Boulders > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735992/final-exam,2.7,-1,TR,5.10d,1,20,38.42931,-123.11552
"Diamond in the Rough","The Diamond > Blind Beach > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121948290/diamond-in-the-rough,2.0,-1,TR,5.9,1,27,38.43522,-123.12109
"Blood Diamond","The Diamond > Blind Beach > Goat Rock > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/121948341/blood-diamond,2.0,-1,TR,5.10a,1,27,38.43522,-123.12109
"Blue Heron","Sport Rock (aka North Pointed Rock) > Twin Coves > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735626/blue-heron,3.1,-1,"Sport, TR",5.10c,1,50,38.45828,-123.14645
"South Side Center Top Rope","Sport Rock (aka North Pointed Rock) > Twin Coves > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735632/south-side-center-top-rope,2.0,-1,TR,5.11a,1,70,38.45828,-123.14645
Calimari,"Sport Rock (aka North Pointed Rock) > Twin Coves > Sonoma Coast State Park > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/105735629/calimari,1.0,-1,"Sport, TR","5.11b R",1,50,38.45828,-123.14645
Chosstafarianism,"The Philosopher's Stone > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120298357/chosstafarianism,2.0,-1,TR,5.7,1,80,38.78022,-122.72177
"Leo’s Geode","The Philosopher's Stone > Wine Country > San Francisco Bay Area > California",https://www.mountainproject.com/route/120298552/leos-geode,1.0,-1,TR,5.8-,1,30,38.78022,-122.72177
"Buzzards Breakfast","Buzzards Roost Summit > Big Basin State Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/111976711/buzzards-breakfast,1.0,-1,TR,"5.9+ PG13",1,35,37.15549,-122.224
"Vista Del Mar","Rocky Outcrop Park > San Francisco Bay Area > California",https://www.mountainproject.com/route/114452488/vista-del-mar,0.5,-1,TR,5.10a/b,1,,37.75441,-122.47092
"Sara's Church Group","West Ridge Rocks > San Francisco Bay Area > California",https://www.mountainproject.com/route/119867750/saras-church-group,1.5,-1,"Sport, TR",5.10a,1,30,37.8251,-122.18469
"Bolt Line","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/109573702/bolt-line,2.6,-1,"Sport, TR",5.7,1,45,37.1864,-121.8718
"Left Crack","Lower Guadalupe Rock > Hicks Road > San Francisco Bay Area > California",https://www.mountainproject.com/route/107588575/left-crack,2.6,-1,"Trad, TR",5.9,1,45,37.1864,-121.8718
